,Positive,Negative
0,2,9
1,"Y'all Better watch Jojo or else, Jesus won't accept you",Please #Coronavirus take me now... 
2,,"Will be interesting to see where @realDonaldTrump comes down: Lying to the public re: #coronavirus #COVID19 to try to buoy the absolutely tanking stock market, or telling the truth to keep his MAGA voters from succumbing in larger numbers than ppl who don't believe FOX News "
3,,Me rnpic.twitter.com/JkUWM4aC72
4,,Ok boomer. (pls dont get offended)
5,,Nicee
6,,Pleasepic.twitter.com/EXRNYkViUw
7,,Yes! Yes! Yes! Yes! YES!pic.twitter.com/k7O5M0tu48
8,,Might be Gay But idcpic.twitter.com/loKgjhLBoS
9,,Wtf is that mame?!
10,,Sorrypic.twitter.com/QCwH8ZKuN7
11,,U mean this pose?pic.twitter.com/pg9WdoEHAM
12,,"Friend: No JoJanuary 

Me:pic.twitter.com/XBvU29l3BR"
13,,Dont have the book that you requested my friend. But take my heart Insteadpic.twitter.com/4UpXm9smVq
14,,Take thispic.twitter.com/iFRnV5ygWM
15,,Take It. As a Giftpic.twitter.com/5aQ0WzcIxV
16,,"Coronavirus is a Chinese bio weapon, Change my mind pic.twitter.com/nB3D2InvQH"
17,,Just drank these 70s' bottles of juice without thinking... #coronavirus pic.twitter.com/DlZBx2hIoC
18,,PS don't let the corona virus distract you from the schmuck we call presedent
19,,"Let's DO think about that.

Flu 2017-18: 48,800,000 cases / 79,400 deaths = .0014 mortality (1 out of 714)

Flu 2018-19: 42,900,000 cases / 61,200 deaths = .0016 mortality (1 out of 625)

#coronavirus #COVID19 #COVID19US: 545 cases / 22 deaths = .04 mortality (1 out of 25) "
20,,Tell them the Coronavirus black. https://twitter.com/TMZ/status/1239808715185848323 …
21,,I like to pretend that all the news about celebs getting coronavirus simply means only celebs are getting coronavirus
