,Positive,Negative
0,34,0
1,New study shows #coronavirus can linger in the air ... ,China's global growth in jeopardy as Beijing blasts allies amid coronavirus crisis 
2,"Great video on coronavirus email scammers (although scammers have been pulling shit like this for a long time) ""Really it is the foundational technologies of the internet being built with no security in mind...is what gives rise to this problem"" 3:01 (1/6) ","Not in NJ. Thankfully most people recover. My mom knows of 3 elderly who died, in all 3 cases, they died alone in a hospital or nursing home with no loved ones around, the sad reality of #coronavirus, you die alone. "
3,We needed riots 3 months ago and we’d have baseball. Coronavirus is suddenly gone,"The cop is arrested, #GeorgeFloyd cant be brought back to life, the *only* reason to protest at this time is to spread #coronavirus into more communities, and then use the 1% dead number as cannon fodder to bash Trump. @IlhanMN"
4,The governor has to do what is good for his State at a time when Coronavirus is on the increase. ,"I believe #coronavirus is real, I live in NJ, my son ,cousin and some neighbors had it. It is very contagious. Statistically, a higher percentage of blacks die from it. So protests in black neighborhoods, especially the shouting, sends the virus airborne. We are screwed "
5,Legit freaking out in this hospital rn with all the patients walking around with masks on like the coronavirus about to pop out of the closet ,"Yeah..I've seen this movie before 

""WHO issues warning after 'mysterious' Chinese coronavirus spreads to Japan""  https://twitter.com/i/events/1217928133917044736 …"
6,Coronavirus? Back in my day we had good ol' fashioned BudLightvirus. Another reason for TRUMP to #BuildTheWall !!!!!!!!!,"I JUST HEARD THAT THERES SOMETHING CALLED THE CORONA VIRUS , PLEASE TELL ME THIS ISN’T BEER RELATED"
7,"First coronavirus case being investigated in New Jersey. 

Thank you amazon prime next day shipping!

https://thewirecutter.com/reviews/emergency-preparedness/ …","When I was doin laundry earlier I saw a segment questioning new yorkers if they think they should wear facemasks to prevent contracting / spreading coronavirus
uh, hello ?
yes
in addition to tryna avoid getting or spreading any other airborne illnesses, yes 
cmon now"
8,Catching coronavirus by sharing Aldi cart quarters.,(Quatrain-294) my worst fears has happened the coronavirus has reached New York City 4 cases confirmed not even in the mass media just local news I talked to law-enforcement today finally people are starting to protect themselves it shall spread like wild fire in the triboroughs! pic.twitter.com/QJwRIEsyLn
9,I hope they all catch the flu. Then Coronavirus the week after that!,China scolds 'mean' US for coronavirus travel warning and restrictions https://nypost.com/2020/01/31/china-scolds-mean-us-for-coronavirus-travel-warning/?utm_source=twitter_sitebuttons&utm_medium=site%20buttons&utm_campaign=site%20buttons … via @nypost
10,"I am not going to NYC again until this coronavirus shit is resolved, I’m trying to live lmao","How tragic. 

Dr Li Wenliang, 34, who was reprimanded for trying to alert the public about the coronavirus outbreak, has died from the disease.

#wtpEBRC
#OneVoice1https://www.scmp.com/news/china/society/article/3049411/coronavirus-li-wenliang-doctor-who-alerted-authorities-outbreak …"
11,Too late...its up,(Quatrain-291)I see the world as no other! I’m not trying to scare anyone but when the coronavirus comes to New York City it’s game over! for the citizens of New York shall be quarantined! again no one’s protected & this virus has the ability to get through the security apparatus pic.twitter.com/JillpiROK0
12,"More proof on why borders matter 

Tenerife Hotel Placed in Quarantine After Italian Tests Positive for Coronavirus https://www.theepochtimes.com/tenerife-hotel-placed-in-quarantine-after-italian-tests-positive-for-coronavirus_3249973.html …","Rod Rosenstein's sister attempting to politicise the real bad respiratory infection. - Bunch of clowns!

US Official Warns Americans: Prepare for Community Spread of New Coronavirus https://www.theepochtimes.com/us-official-warns-americans-prepare-for-community-spread-of-new-coronavirus_3250191.html …"
13,How are you guys making out with the Coronavirus? Hope all is well with you.,This corona virus gotta goooo
14,"RT @LawrenceSellin: China has thoroughly infiltrated U.S. medical research, the softest of soft targets, and is working with compliant West…","RT @dabeard: She said Florida fired her for wanting to tell the truth about the number of residents infected with #COVID19.

Now she's got…"
15,"RT @brian66397201: Due to #COVID19 aka #Coronavirus Ill be sending the first 500 people to like &amp; retweet this $200-$500 through CashApp, A…","RT @YourAnonNews: Yesterday, there were 140,927 new cases of #COVID19 and 4,603 additional deaths were reported in the past 24 hours.

This…"
16,May I please take a look at “your evidence”.  Have you noticed how many indoor visitors @HomeDepot @Walmart @Target… https://t.co/pXjbaAww8l,"RT @GovMurphy: The evidence is overwhelming and the experts are clear: #COVID19 is more lethal inside than outside.

It's too soon to open…"
17,Yesterday’s #coronavirus cases. Just a reminder we are not past this yet. #COVID19 #COVIDIOTS #DieForTheDow… https://t.co/FITaY9Bwii,"RT @LotusOak2: Inflammatory Syndrome Affecting Children: #Kawasaki Disease, #COVID19... or Something Else?

https://t.co/S9PurMumhE

#KD #L…"
18,"RT @GovMurphy: Today we'll release #COVID19 guidance for personal care businesses – which may reopen on 6/22:
✂️Beauty salons
💈Barber shops…","RT @WaywardWinifred: Still can't believe how Andrew Cuomo can say with a straight face that he crushed the curve when Hong Kong, with a pop…"
19,Would be great to test this!,That corona virus hittin make sure ya get your masks! pic.twitter.com/aoHqTFHARk
20,The Weldon youth created a #COVID19 castle to denote the beginning of the easing of restrictions and their hope for… https://t.co/TxmsuOAmeB,Chinese hotel holding Coronavirus quarantined collapses.
21,bro joey from you @netflix was onto something... keeping his girlfriend’s sheltered and away from everything... with this coronavirus going around might just have to do the same with my girl #jk ,Death toll 366 in Italy from the Coronavirus.
22,Coronavirus is a great day to be in a tweet,"This coronavirus bs is messing with my family now, a little bit.  And I thought I had (minor) health problems....."
23,"Just got word @ the state OEM meeting today, #Trump's #StimulusPackage2020 for families will be a vibrator w/extra batteries, a dildo, a fleshlight & colouring books & old Barney videos for any children. Individuals w/o children just receive sex toys.
#coronavirus
#COVID19",are we at the point where people are sliding into DMs with coronavirus as an excuse? pic.twitter.com/nWZAzT1jYq
24,"day 4 of quarantine:

i see my dad mad focused on a whatsapp video about how “Louisiana Hot Sauce” CURES coronavirus
...
HOT SAUCE

i—",
25,My mom is ignorant she said “places like Aldi and all that have the Coronavirus” ,
26,Big companies like Target and Walmart that will remain open during the #coronavirus outbreak should send home workers over the age of 60 and pay them while they’re out. My local Target has an amazing woman working there and she’s easily in her 70s.,
27,Ha ha !! They are following anything with the #CoronaVirus  #Twug,
