,Positive,Negative
0,0,1
1,I’m predicting a major comeback from #coronavirus in the next coming months. No other events will get canceled and the ones that are will resume in the summer. Also stock will return back to normal. #ThinkPositive #COVID19 ,"RT @scrowder: #CoVid19 uptick has NOTHING to do with the most massive, violent protests our country has ever seen. Look, a barber. GET HIM!…"
