,Positive,Negative
0,3,7
1,"RT @sanchezcastejon: Spain is coleader in initiatives such as the ACT-Accelerator to achieve equitable access to vaccines, treatments and d…","You can't fool me, I know you're thinking about the Coronavirus too"
2,RT @StephenMcDonell: Here are some of the clips of the People’s Armed Police marching into XinFaDi wholesale market earlier today. Pt 1...…,"RT @YourAnonNews: Yesterday, there were 140,927 new cases of #COVID19 and 4,603 additional deaths were reported in the past 24 hours.

This…"
3,Top coronavirus doctor puts head in hands when Trump mentions 'Deep State Department' at briefing https://news.yahoo.com/top-coronavirus-doctor-puts-head-174500946.html …,"I want to mute ""coronavirus"" but I might miss something if I do."
