,Positive,Negative
0,,Coronavirus: China reports 17 new cases of Sars-like mystery virus | World news | The Guardian https://www.theguardian.com/world/2020/jan/19/coronavirus-china-reports-17-new-cases-of-sars-like-mystery-virus …
