,Positive,Negative
0,1,2
1,Quebec monitoring 5 individuals for possible cases of the coronavirus.,"Rumors on Weibo put numbers in Shanghai at 107 cases, 32 dead - putting the CFR at somewhere around 30%, which is about as deadly as the Spanish Flu which killed 3-6% of the world population in 1917. #CoronavirusOutbreak #coronavirus https://twitter.com/Carmen_NgKaMan/status/1220481092039237633 …"
2,Relatively recent prediction models for the #coronavirus. Seems like we’re outperforming. pic.twitter.com/r0FmEclp73,"#RUMINT: Some estimates go as high as 90,000 infected in Wuhan. #coronavirus https://twitter.com/jenniferatntd/status/1220851248913616897 …"
3,"Tianjin's Baodi District, south of Beijing, has been put on lockdown. #coronavirus",I can't believe we're almost at 30k cases of #coronavirus in China. We'll likely break that by tomorrow.
4,"So this is interesting, the #coronavirus may be able to be passed down from mother to child while still in the womb. https://twitter.com/KING5Seattle/status/1225205986308304898 …","Total coronavirus cases breach 69,000 worldwide, deaths at 1,666"
5,Twelve total cases of coronavirus confirmed in the US (@thehill),Rumors are floating around that Slovakia's PM has been hospitalized due to coronavirus - Reuters says he has a severe upper respiratory tract infection. https://www.reuters.com/article/us-slovakia-election-primeminister/slovak-pm-pellegrini-cancels-schedule-due-to-illness-idUSKCN20H0A9 …
6,Ten more people on the cruise quarantined off the coast of Japan have tested positive for the #coronavirus.,"Email sent to me by a follower which claims that 14 healthcare workers in the US alone have been infected by the #coronavirus. Sender seems to be Sutter Health, which is a hospital company in Northern California. #COVIDpic.twitter.com/hvehQxjB9F"
7,Someone explain to me why they're building a whole ass new hospital when they have under 100 cases? #coronavirus https://twitter.com/globaltimesnews/status/1225192466116202504 …,
8,Where can I buy stock in the coronavirus,
9,"It is with great sadness that I must announce: China’s Excel spreadsheet operator has died of the coronavirus, for the second time.",
