,Positive,Negative
0,3,9
1,https://p.dw.com/p/3bOUY?maca=en-Twitter-sharing Coronavirus pandemic helps China expand its influence in Africa,"To avoid corona virus: 1. Stay home! Don't go to a crowded place unnecessarily 2. Don't go at all 3. Wash your hands repeatedly with soap for 20 seconds 4. Instead of towels, use tissue paper and throw it in the trash #COVID19outbreak #CoronaVirusPandemic"
2,According to you we arent America so we shouldnt give things down their our energy. A cop killed a black canadian. I dont have any narrative that isnt factual. Im talking about one thing and youre sitting here tryna equate racism and corona virus the fuck ? Lol good day fam,RT @SAfridiOfficial: I’ve been feeling unwell since Thursday; my body had been aching badly. I’ve been tested and unfortunately I’m covid p…
3,"As at this time: 

76,000 people have contacted Coronavirus.

2300 have died from
It.

While 21,000 has recovered fully from the deadly Virus.

There’s over 500 more recoveries in the last 24 hours...",Have you seen this mess? These sick f^^ks are now SELLING MERCHANDISE celebrating their coronavirus response and congratulating themselves when more than 1 mil have it and 60k and growing have died! You HAVE to expose this in an ad. 
4,"RT @lohewaliladki: We are living in 3D

D-Drama
D-Delhi
D-Death

#coronavirus","""Microsoft Issues Financial Warning Because of Coronavirus"" by BY KAREN WEISE via NYT https://ift.tt/32w1LuK pic.twitter.com/i9Kh3NSVXI"
5,"RT @MayorAdler: Unfortunately, all of these numbers have been on the rise in the past few days. 

#COVID19 is still prevalent in our area &amp;…",
6,"RT @sanchezcastejon: Spain is coleader in initiatives such as the ACT-Accelerator to achieve equitable access to vaccines, treatments and d…",
7,"@realDonaldTrump @NBCNews We have not forgotten who to blame #COVID19 also..

https://t.co/0gl1u17ZfA",
8,"Something about this corona numbers in this country 🇰🇪 are not adding up.
#COVID19 #covid19kenya",
9,"Indian Doctors successful in treating Coronavirus. Combination of drugs used: Lopinavir, Retonovir, Oseltamivir along with Chlorphenamine.
They suggest same medicine globally.

Japan has a 15-min test. Get it here!

https://www.japantimes.co.jp/news/2020/03/13/national/kurabo-coronavirus-test-kits/ …",
10,At this point the decade has sucked so much that  #coronavirus pic.twitter.com/3HESDOUI1C,
11,Did I really just get notified that ICE made arrests on the first day of Cali’s coronavirus lockdown? Y’all mfs didn’t have anything better to do!?,
