,Positive,Negative
0,1,0
1,"During Press Conference Addressing Coronavirus Bill, Pelosi Wipes Her Nose  

https://thepoliticalinsider.com/during-press-conference-addressing-coronavirus-bill-pelosi-wipes-her-nose/ … via @TPInsidr","RT @politicalHEDGE: Fresno County sheriff won’t enforce lockdown, busy re-arresting criminals released due to California’s zero-bail policy…"
