,Positive,Negative
0,18,27
1,"A vaccine against #COVID19 could save millions of lives. @winstonpeters @jacindaardern, will New Zealand step up and pledge new money so @CEPIvaccines can fund an urgent vaccine and help eliminate coronavirus across the globe?",
2,Guarda “Blood Industry Joins Together During Coronavirus Challenges” su YouTube ,
3,"#covid19 #coronavirus #prestiti #finanziamenti @Rome, Italy https://www.instagram.com/p/CA0vXIsoFrm/?igshid=16zc0aqki3dsi",
4,First two #coronavirus cases confirmed in #Italy @elvirapollina @Reuters https://reut.rs/37JYREC,
5,2 cases in Rome of Coronavirus. Now I'm really really worried.,
6,#COVID19 WORLD ALERT,
7,Bill Gates ‘predicted’ Chinese coronavirus a year ago with simulation saying 33 MILLION could die in first six months – The Sun https://trends.gab.com/item/5e2ec4f39c2d7406bf797e0c … di @getongab,
8,"Seems like... 
#coronavirus pic.twitter.com/0QyC3vplWq",
9,"
Leggete gente, leggete.
#CoronaVirus https://twitter.com/valigiablu/status/1231607484361650179 …",
10,"RT @WHOWPRO: No soap? No running water? 

Handwashing is still possible! 

#COVID19 https://t.co/QT4jnub8VQ",
11,shippeo ☺️,
12,RT @MileyCyrus: Italy🇮🇹 and the world united in solidarity with Black Lives Matter in the US. We must stay united to tackle #COVID19 and it…,
13,"#Kuwaiti Minister of Awqaf &amp; Islamic Affairs 🇰🇼, Fahad Al Afasi, announced the reopening of #mosques in model resid… https://t.co/AwinmP2eVn",
14,"RT @YoungMedVoices: What impact is #COVID19 having on youth policies and institutions? On 16 June, #YoungMedVoices &amp; European Parliament's…",
15,"RT @PlanetWatchsas: Because of the COVID-19 lockdown, we were able to breathe cleaner
air 🍃 now when things are going back to normal the pl…",
16,RT @ItalyUN_NY: International cooperation is the only choice. The multilateral system should be protected and reformed. Alliance for anti-#…,
17,"RT @Saudi_Gazette: #BREAKING: #SaudiArabia confirms 1519 new #coronavirus recoveries, bringing the total to 82,548

@SaudiMOH
#COVID19 http…",
18,"The United States, is a country of the first world..
The country that can fight two world wars at the same time..
B… https://t.co/3xaGtUYH0v",
19,"RT @JPIAMR: Register now!
Panellists: Rafael Canton, Adam Roberts, Birgitta Henriques Normark, Neil Clancy, George Haringhuizen and Benedik…",
20,So the Italian government is basically locking down 60million people while the UK government is advising people to 'take it on the chin' and the American government thinks its 'fake news'. #coronavirus.,
21,Berlin acts to stop US poaching German coronavirus vaccine company https://www.ft.com/content/cf7ec42a-66bb-11ea-800d-da70cff6e4d3?segmentid=acee4131-99c2-09d3-a635-873e61754ec6 …,
