,Positive,Negative
0,4,7
1,"Maybe Bloomberg could be useful and I dunno, fund the coronavirus problem. He is a Republican, after all.",
2,"RT @MileyCyrus: Spain, you united in solidarity with Black Lives Matter in the US. We must keep standing together to tackle #COVID19 and it…",
3,"RT @sanchezcastejon: Spain is coleader in initiatives such as the ACT-Accelerator to achieve equitable access to vaccines, treatments and d…",
