,Positive,Negative
0,10,6
1,Pray For Texas! Pray For EVERY Texan! Divine Supernatural Protection From Coronavirus! Most Successful Reopening! Be Blessed! Be Healed! Be Prosperous! In Jesus’s Mighty Name We Pray For You! ,Death To Coronavirus! In Jesus’s Mighty Name! We Pray Amen
2,2020 and coronavirus has taught me that i need to live my life like tumblr in 2014 to be truly happy,Death To Coronavirus!
3,"In Jesus’s Name!
We Continue To Rebuke Coronavirus!
Withered Up From The Root In Jesus’s Mighty Name!
We Pray For A Miracle Swift Cure!
Speedy Healing For All Patient!
Amen https://twitter.com/realDonaldTrump/status/1240764105155391488 …",Pray For SUNSHINE & BLUE SKY! Breeze..Wind.. Right Humidity To Kill Coronavirus! All Over Texas..America! In Jesus’s Name We Pray
4,,@KTRTRS can we do this at places where there are no coronavirus patient's (11 district's) and if everyone tests negative out there we could open the lockdown and stop the inconvenience.... Just saying. 
5,,We’re Asking For HEALING For All Coronavirus Victims! In Jesus’s Name Amen
6,,Jesus Cures The Fig Tree In Mark 11:12-25 Let’s Curse The Coronavirus In Jesus’s Name! Be Withered From The Root! Amen
7,,anyone else reads “coronavirus” as “carnivorous” at first glance
8,,"Idk, the coronavirus ain’t play games."
9,,"We’re Asking For HEALING For All Coronavirus Victims!
In Jesus’s Name 
Amen"
10,,"Jesus Cures The Fig Tree In Mark 11:12-25
Let’s Curse The Coronavirus In Jesus’s Name!
Be Withered From The Root!
Amen"
11,,"RT @ANI: #WATCH We appointed a team of scientists after #COVID19 outbreak. Firstly, simulation was done&amp;compounds were identified which can…"
12,,"RT @sanchezcastejon: Spain is coleader in initiatives such as the ACT-Accelerator to achieve equitable access to vaccines, treatments and d…"
