,Positive,Negative
0,4,3
1,I kennat with all these Coronavirus posts huhu i kennat,I'm surprised Chris isn't rambling on about the coronavirus or something dumb idk ;;
2,"Yep,el coronavirus.",
3,"RT @sanchezcastejon: Spain is coleader in initiatives such as the ACT-Accelerator to achieve equitable access to vaccines, treatments and d…",
