,Positive,Negative
0,If in the website it says 65 million deaths. How is that not a prediction? New Coronavirus Wasn't 'Predicted' In Simulation https://www.factcheck.org/2020/01/new-coronavirus-wasnt-predicted-in-simulation/?utm_source=twitter&amp;utm_medium=social&amp;utm_campaign=social-pug via @factcheckdotorg,
