,Positive,Negative
0,1,28
1,"Earnings Watch: Coronavirus continues to infect earnings as Tesla, McDonald’s and Boeing highlight busiest day http://www.marketwatch.com/news/story.asp?guid=%7B074C0A5A-41E3-11EA-A2B5-7CA866CFD189%7D&siteid=rss&rss=1 …pic.twitter.com/kmY15krkhX","Cuomo says he stands with Minneapolis protesters, links higher rates of coronavirus to racial inequality http://feeds.foxnews.com/~r/foxnews/national/~3/eR4IIPjvTdw/cuomo-minneapolis-protesters-coronavirus-racial-inequality?Dfl"
2,US now has 9 cases of novel coronavirus http://rss.cnn.com/~r/rss/cnn_topstories/~3/_ez3wpenpkQ/index.html …pic.twitter.com/vav5kUfn55,"China's coronavirus cases likely grossly underestimated, study says http://rss.cnn.com/~r/rss/cnn_topstories/~3/M0MirRNjn-A/index.html …pic.twitter.com/97h2TMDH1f"
3,"Administering the ACT Test at @FairmontState Charles Pointe Facility. Of course, we are adhering to all pandemic gu… https://t.co/R5xO7Ev8Ml",Fifth US case of coronavirus confirmed as China warns people can spread the virus before they feel ill http://rss.cnn.com/~r/rss/cnn_topstories/~3/5esweueSLWg/index.html …pic.twitter.com/r2qKV2g4OM
4,"RT @davemistich: We at @wvpublicnews are trying to detail the lives of the West Virginians who have died from #COVID19. 

If you have a fri…",China Now Censoring Coronavirus Critics in US https://www.infowars.com/china-now-censoring-coronavirus-critics-in-us/ …
5,Market Extra: Feel like investing in 2 sprawling Vegas casino properties amid the coronavirus outbreak? Wall Street is betting on it http://www.marketwatch.com/news/story.asp?guid=%7BD53D9E60-5F2F-11EA-A470-50028982F08D%7D&siteid=rss&rss=1 …pic.twitter.com/0uqTs09i59,"Tbh it’s hard to take this coronavirus shit seriously when you’ve seen insane overreaction to SARS, bird flu, swine flu"
6,Coronavirus Patient Zero in Italy Was Pakistani Migrant Who Refused to Self-Isolate https://www.infowars.com/coronavirus-patient-zero-in-italy-was-pakistani-migrant-who-refused-to-self-isolate/ …,The CDC says seniors are twice as likely to become seriously ill if they become infected with coronavirus http://rss.cnn.com/~r/rss/cnn_topstories/~3/CK9Ngw9bZwE/index.html …pic.twitter.com/ttsKbrDSG7
7,Coronavirus really got people not ordering Chinese food? I laugh as I eat my 2nd order of general tso this week,Andrew Christy (coronavirus) is listed as questionable for tonight.
8,"Chip stocks dive after Broadcom rescinds guidance, questions second-half rebound amid coronavirus http://www.marketwatch.com/news/story.asp?guid=%7BFF29FD92-64AA-11EA-8E00-8605C987A312%7D&siteid=rss&rss=1 …pic.twitter.com/gjvRiQA3SB",Global Tourism Crashes Due to Coronavirus https://www.infowars.com/global-tourism-crashes-due-to-coronavirus/ …
9,"Overall, I think Justice has done a good job with the state’s response to Coronavirus but man, it seems like dude just flips a coin on whether today’s coronavirus update will be excellent or straight up garbage.",Iran Closing Schools & Universities Due to Coronavirus Outbreak https://www.infowars.com/iran-closing-schools-universities-due-to-coronavirus-outbreak/ …
10,,"Coronavirus update: 97,870 cases, 3,347 deaths, airline stocks tumble http://www.marketwatch.com/news/story.asp?guid=%7BD2F2C73E-5EDF-11EA-9EB1-848872F13637%7D&siteid=rss&rss=1 …pic.twitter.com/KAFmVUStOI"
11,,The Tell: Coronavirus and OPEC-vs.-Russia oil price war could take crude into the $20s: Goldman Sachs http://www.marketwatch.com/news/story.asp?guid=%7B66F42074-618B-11EA-BDAC-86A14558BB22%7D&siteid=rss&rss=1 …pic.twitter.com/KGGscBuBz6
12,,the corona virus got me online class until april 6th 
13,,"In a week, New York City became the epicenter of the US coronavirus outbreak http://rss.cnn.com/~r/rss/cnn_topstories/~3/06Z9Yz4yUwU/index.html …pic.twitter.com/m1oGFi2RZM"
14,,"After Brexit, the Timing of the Coronavirus Couldn’t Be Worse for EU https://www.infowars.com/after-brexit-the-timing-of-the-coronavirus-couldnt-be-worse-for-eu/ …"
15,,Why South Korea has so few coronavirus deaths while Italy so many http://rss.cnn.com/~r/rss/cnn_topstories/~3/0SiwGelyX8E/index.html …pic.twitter.com/VzIsRheJEC
16,,Opinion: Why South Korea has so few coronavirus deaths while Italy has so many http://rss.cnn.com/~r/rss/cnn_topstories/~3/0SiwGelyX8E/index.html …pic.twitter.com/Bhdirf9Jaw
