"How do we know Coronavirus is not already killed in US? CDC reports 4000 dead from flu, how do we know it is not virus related since there are no testing kits? There something someone not tell us call me conspiracy theorist, There feeling We’re just now scratching the surface"
Close the airports #trump #coronavirus 
"#2: Wash your hands regularly, wish soap and water. Plus, other tips to keep yourself safe. http://bit.ly/2PwzHCc #CoronavirusUpdates #COVID19"
