"Not wearing masks to protect against coronavirus is a ‘big mistake,’ | Science “The big mistake in the U.S. is that people aren’t wearing masks. Virus is transmitted by droplets. face masks can prevent droplets from escaping and infecting others.” "
"We have a right to expect safety, instead of the catastrophic coronavirus response from Trump and the Republicans. We have a right to expect employment, unlike the economic catastrophe of Trump and the Republicans. We have a right to equality, which Republicans do not protect! "
