"This CORONA VIRUS has a very big ego, he will not come to your house unless you go out and invite him. STAY HOME! #COVID19 #COVID19PH "
"#COVID19 Lessons &amp; Realizations:

1. Never Depend on Government Support.

2. Jobs are Temporary.

3. Always Save Mo… https://t.co/45TWzB5N5d"
