"Microsoft, Apple, Alphabet, Facebook, Amazon and Visa have lost a collective $1 trillion in market capitalization in the last 7 days. #coronarovirus #COVID19"
@IOL @Ruraltarain We have to try and live with #CoronaVirus. We can't stay indoors forever since we have no idea when the pandemic will end
