"RT @gorskon: This has to be the single dumbest ##COVID19 Tweet I’ve seen recently. Cases are going up faster than testing, and hospitalizat…"
A fond farewell: Mike Polk Jr. says goodbye to Dr. Amy Acton https://t.co/ec08sp3ayx via @wkyc #Ohio #COVID19
