... even if positive coronavirus tests occur among players and staff? This is Incredible!
"And please Madrid, beware of Coronavirus "
"Coronavirus is in town and hand sanitizers are flying off pharmacy shelves, let's keep this energy after now biko. So it doesn't end like every other thing. High alert for a few days, and then we forget about it. Be alert! StayProtected! StaySafe! #CoVid19"
