@BBCBreaking Tweeted: Coronavirus is declared global emergency by World Health Organization as outbreak
@drwanazizah @chedetofficial @pakatanharapan_ @DrDzul @KhalidSamad @mpklang @TourismMalaysia @BBCBreaking Tweeted: Coronavirus is declared global emergency by World Health Organization as outbreak continues to spread outside China https://bbc.in/37HxRWe
