"#COVID19 • #nCoV • Novel #CoronaVirus • #Wuhan 2019-nCoV • #TrumpVirus #Day90 Report of Feb. 28, 2020 at 5PM CST (GMT+8) 83,715 infected in 56 countries, 2 cruise ships (705 infected) • 3,040 health workers among the infected • 8,059 in critical condition • 2,862 deaths"
"#COVID19 • #nCoV • Novel #CoronaVirus • #Wuhan 2019-nCoV • #TrumpVirus ""Nobody knows about CoronaVirus better than your president."" https://gph.is/g/a99R1Jb"
"#COVID19 • #nCoV • Novel #CoronaVirus • #Wuhan 2019-nCoV • #TrumpVirus ""Nobody knows about CoronaVirus better than your president."" https://gph.is/g/a99R1Jb"
