And the United States of America has tested less than 500 officially. ok. #COVID19 #CoronaVirus #WuhanFlu
Things that will hopefully cease to exist after 2020: Religious gatherings Handshakes/KissKiss Cruise ships Communism Sport spectator events Cigarettes/vapes Public touch screens China supply chain reliance (in no particular order) #COVID19 #coronavirus #SocialDistancing
This is the beginning. #COVID19 
