"please watch, retweet and/or favorite this worthy and worthwhile YouTube video: WUHAN CORONAVIRUS: AMERICANS IN QUARANTINE. W.H.O. DECLARES A GLOBAL PANDEMIC EMERGENCY "
Greetings! The World Health Organization has declared an emergency over the Corona Virus. Please retweet this pinned tweet. Do not be the unprepared. 
