"#France Preparations to reopen bars, restaurants and beaches next week Vía @AFPphoto @ValeryHache @patrickhertzog1 @TomCOEX Bertrand Guay #AFP #CoronavirusFrance #coronavirus "
Spain's daily coronavirus death toll drops to a handful Vía @Reuters https://www.reuters.com/article/us-health-coronavirus-spain-toll-idUSKBN2360KO?taid=5ed2df95710ac20001b0d1ec&amp;utm_campaign=trueAnthem%3A+Trending+Content&amp;utm_medium=trueAnthem&amp;utm_source=twitter
"As people revelled in parks and beaches just days before Britain further relaxes novel #Coronavirus restrictions, members of the government's Scientific Advisory Group for Emergencies warned of the risk of a second wave of infection http://u.afp.com/3Abt"
#BREAKING More than 6 million novel #coronavirus cases confirmed worldwide: AFP tally https://twitter.com/AFP/status/1266786450584096768
"#Coronavirus de #Wuhan
#SARSCoV2 | #COVID19

Women's national football team player Gloria Aguilar trains on her roo… https://t.co/cjGr7pjQtf"
