"Anti-GOP, pro-Trump coronavirus protester loses campaign for Ohio state senate #SmartNews"
‘He believed every lie’: Actress blames president for coronavirus death of Trump-loving grandfather #SmartNews #TrumpLiesPeopleDie #TrumpGenocide #GOPCorruptionOverCountry ⁦@GOP⁩ ⁦@TheDemocrats⁩
"RT @StateHealthIN: Worship is as an essential part of life for many Hoosiers. 

This weekend, if you choose to gather to practice your fait…"
