"Still encountering this mistake from medical ""experts"", who have gotten everything else wrong about #covid19 also. A 2% current death rate implies a final case fatality rate of 8% to 16%. Now I'm wondering, am I better at this than world's top experts, or are they lying? "
"Oh gee, looks like Huckabee is bucking for a top slot on Trump's ""highly qualified"" #COVID19US taskforce. If I roll my eyes any harder I'm afraid they're going to get stuck. #COVID19 #TrumpVirus"
"New info that a dog has tested + for covid19, which is ridiculous, almost impossible. It's horrifying to think about the brutal deaths waiting dogs in China after this report. I also found out that the Japanese woman might have been tested anally. So no, PCR is just too sensitive"
