"Thursday’s toll brought the nationwide death total to 213. So far, no fatality has been reported outside mainland China. A total of 1,220 new cases have been confirmed, bringing the total to 9,356, far exceeding that of the 03 Sars epidemic, which killed 800. 2/2 #coronavirus"
"daily death toll from the rapidly spreading coronavirus in China’s Hubei province hit a record high on Thursday, Hubei health authorities said, with 42 more fatalities newly reported deaths, 30 were in Wuhan, according to the Health Commission of Hubei province. 1/2 #coronavirus"
