I have got the feeling that besides the US (maybe the US not too) no one cares. All I see in the news is Coronavirus. Germany should look at the ingrained racism too but everyone acts like it doesn't exist.
im tellin yall if I get corona virus from these nasty buses every day... sumn's going down
