"Everytime when I heard a white person standing next to me and says it's only case of #COVID19, I'm tempted to cough next to them. Lol"
"The pressure on @WHO WHO to declare it as an emergency only because it is growing outside of China. China and Japan tried to pretend it isn't a problem, but the rest of the world don't buy that. #coronavirus #COVID19 "
It maybe harder to fight than we though. #COVID19 
