Ridiculous lack of social distancing seen on my journey to and from the shops earlier and heard of families seriously ignoring rules. It’s a worry. Coronavirus: Relaxing lockdown 'risky' and a 'political decision' 
"Look what I found on a Client site. #COVID19 #SafetyPoster from #safetyisthekey 

Now that's what I call… https://t.co/S9dUD1pOaN"
