You obviously havnt been paying attention. The CDC quietly revised their numbers showing a likely .26% mortality rate and a growing number of studies are showing that the coronavirus is far more widespread than official numbers suggest meaning the mortality rate has plummeted.
"As if we needed more proof that ""contract tracing"" had nothing to do with the coronavirus. Track and control. "
