"@mmaher70 PR stunt
Nightingales where just shells of hospital wards, no doctors, nurses, carers, cleaners or equipm… https://t.co/1BguCge7NE"
"RT @Dr_PhilippaW: &gt;90,000 #COVID19 cases not even allocated to any UK nation because UK Government set up parallel commercial Lab system, i…"
