‘A phantom plague’: Evangelicals who defied social distancing guidelines are dying of coronavirus in frightening numbers - 
"RT @dodona777: So, if u want 2 go 2 church, a #Hillsong convention, footy or anything that's not politically against #ipa or #LNP it's NOT…"
