This is the country we're trusting for accurate #COVID19 info. 
RT @silverbract: #COVID19 Is So Bad in #Arizona They’re Running Out of Beds https://t.co/ccPDCVuyfF
"Please don't spread disinformation when the truth is bad enough. Mexico is approaching its 16,000th covid death, to… https://t.co/BQOVAstwCM"
