" WATCH On-Demand: Governor Lamont Briefing on the Coronavirus (Wed., April 29) http://ct-n.com/ctnplayer.asp?odID=17335"
"RT @SecularCT: .@GovNedLamont - We see allowing 100 people to gather for religious reasons as contradictory to this CDC post. 

Do you have…"
