 FINALLY. @WHO declares international emergency over Wuhan virus https://cna.asia/31ba9yV #CoronaVirus
#Iran is going through a very tough situation. Some very bad news coming in from the country. #COVID19 #coronavirus
"Today's #Coronavirus numbers from #India:

# of Confirmed: 309595
# of Active cases: 146444
# of Deaths: 8890
# of… https://t.co/iYxfXMl6ow"
