"An avg of 12,000 people have died in the USA since Oct 2019 from flu... but not a word in main stream media lol oh but the Corona virus is going to wipe out humanity #fearporn"
"Interesting to compare this ""devastating"" Corona Virus with your normal flu in the USA. https://twitter.com/ABSCBNNews/status/1223016813602017280"
