"The scientists statement (and it's signatories) expressing concern over the surveillance nature of the proposed NHSX contact tracing app - essential reading, really. #COVID19 #Covid_19 #coronavirus "
"Not sure anyone can guess at what the current government has in mind for dealing with #COVID19 or even the #NHS, #Police, the #justice system, #flooding, #poverty, #hunger or an explanation for their seeming determination to bring about economic collapse! #FoodbankFriday"
