@BorisJohnson and his Chief Medical Officer’s recommendation for #COVID19 #covid19UK: Wash your hands with soap and hot water for 20 seconds. Umm … don’t people wash their hands as a matter of course???? 
"Everyone last week. Look at #BlackLivesMatterUK theyvhave no regard for #covid19. 

This weekend the same people ar… https://t.co/CkZ2QhQOyQ"
