RT @MileyCyrus: All across Ireland 🇮🇪 citizens joined in solidarity with Black Lives Matter in the US. We must stay united with the world t…
"Fleg Protests Round 2?
But I haven't heard of any statues being removed in Belfast or anywhere else in the North 🤔"
