 Whoa! Buttar calls out Shiva... Dr. Rashid Buttar Defends Robert F Kennedy Jr. Plus EXPLOSIVE Coronavirus Info With Christina Aguayo https://youtu.be/WmJH4kldzlQ
RT @drdavidsamadi: NO SECOND WAVE.  The toughest part of #COVID19 is behind us. This was a nursing home virus.  Small baby waves and spikes…
