You know it’s BAD when the coronavirus is paused
Any racist shit revolving around the coronavirus is an immediate block 
"he be like :

Miley noticed x1 🌹13/06/2020🌹"
RT @oneabovall: Pls wear mask supersurya it will help. 😌😈
