"Trump says coronavirus relief aid shouldn't go to sanctuary cities, teases upcoming travel https://ift.tt/2zLmxMN #FoxNews #CNN #MSNBC"
WOW! Seems all the stores in Tampa Bay are out of #CoronaVirus masks... Still a few masks left online: https://www.ebay.com/itm/8-Pack-Disposable-Corona-Viral-Guard-Face-Mask-One-Size-Fits-All/193361599471 #BetterSafeThanSorry #COVID19 #VirusCorona
