There are still 34 countries and territories that have yet to report a single case of the novel coronavirus. 
"China’s #coronavirus: We survive much worse every year, but the panic is the real danger https://www.rt.com/op-ed/479600-chinas-coronavirus-survive-wuhan/ ""While the idea of a new illness is scary, devoting too much attention, regulation and resources to 2019-nCoV could lead to economic misery for many."""
