"""This largely applies to those who went to Georgian clinics for treatment before quarantine was introduced at the end of March 2020 and were not able to return later, because all crossings were closed due to the coronavirus pandemic."" "
"""Previously, the virus was discovered in a #Georgian Georgian citizen who returned from #Iran through #Azerbaijan."" #COVID19 "
