About 75% of Trump’s proposed coronavirus capital gains tax cut would go to the top 1% of earners https://www.salon.com/2020/05/30/about-75-of-trumps-proposed-coronavirus-capital-gains-tax-cut-would-go-to-the-top-1-of-earners/ #SmartNews
That settles it for me. #coronavirus is a conspiracy created by @DosEquis and you cannot change my mind. #COVID19US #COVID19 #COVID2019 #CoronaVirusUpdates “38% of Americans” https://twitter.com/cnni/status/1233393636672446464
