"RT @American_Heart: Dr. Tomisaku Kawasaki, a pediatrician who discovered the rare inflammatory disease that now bears his name, died in Jap…"
"RT @g20org: As the world moves forward, the #G20SaudiArabia Presidency holds a virtual workshop on the implications of #COVID19 on global s…"
RT @RawyaRageh: Wow. Senior #Huthi official tells @BBCArabic: “Revealing or hiding the number of those infected does not lessen or accelera…
