The coronavirus pandemic has ripped open the wounds of all kinds of injustices against African Americans and other people of color for every eye to see! Justice must become the new normal!
"#Lithuania, 7 more people have been infected with #Covid19, total of 75 reportedly died"
RT @GovMikeDeWine: #COVID19 testing is now available for all Ohioans - even those who are low-risk or asymptomatic. Find a testing site nea…
