Hundreds of migrant children and teenagers have been deported by American authorities under a new border policy as countries grapple with the coronavirus pandemic. Advocacy groups argue the move violates the rights of immigrants. 
"Get well soon..bro.  🛐

Pakistan Cricketer #ShahidAfridi tested positive for #Covid19 . We pray for your fast recov… https://t.co/Rc9Fg88Bso"
