Piers Morgan May Have Terminal Coronavirus Derangement Syndrome https://www.breitbart.com/europe/2020/04/29/delingpole-piers-morgan-may-have-terminal-coronavirus-derangement-syndrome/ via @BreitbartNews
The clapping scared the corona virus away apparently so no need to clap anymore. #sothankful
"RT @StefSimanowitz: 1/. I’m no scientist so please correct me, but it seems one of the key early errors of the govt’s #COVID19 strategy was…"
