"Although this may appear welcome news, I trust medical advice over a political smoke screen. I will continue to remain in my home. BBC News - Coronavirus: Shielders in England allowed outdoors again from Monday https://www.bbc.co.uk/news/health-52862440"
"RT @StefSimanowitz: 18/. It is clear that @BorisJohnson has never had a strong grip on the science.

This footage of him on his return from…"
"RT @trishgreenhalgh: Above all, don’t be poor. https://t.co/XADAf4KdMD"
