"Here's some COVID-19 information as of 06/13/20:
Total confirmed cases: 7731676
Total deaths: 433502
Total recovere… https://t.co/gsHXxGIznY"
RT @Roberto_Benes: .@_GenUnlimited worked w/ the African Union (@AUYouthProgram) to host a live #MeetTheUnlimited x #1mBy2021 webinar for y…
