why are people acting as if the coronavirus is gone?
"""look i know coronavirus is still a threat but i PROMISE everyone came from a different state,"" these fuckers."
Ahah apparently the coronavirus is in my neighborhood
"RT @sanchezcastejon: Spain is coleader in initiatives such as the ACT-Accelerator to achieve equitable access to vaccines, treatments and d…"
