"I truly don’t understand what Trump’s motivation is, has he reached the lying to himself and believing it stage of the coronavirus pandemic? I understand the type of people that vote for him authoritarian personality’s social dominance, prejudiced, this willing to die thing ??? "
"Wilbur Ross on Fox said coronavirus will be good for 'American jobs,' ""I think it will help to accelerate the return of jobs to North America,"" bunch of ghouls."
