36 airlines have canceled flights to China amid coronavirus fears — here's the full list 
"#Ukraine reports 753 new #coronavirus cases, bringing total to 30,506 https://t.co/lreQYd6Dhk"
"RT @halyapuff: #Covid19 used to block #OSCE monitors while #Russia continues bringing war to #Donbas, #Ukraine by night 
https://t.co/UeNCc…"
RT @PMaurerICRC: A fruitful exchange with President of Burkina Faso @rochkaborepf on measures to fight #COVID19 and the impacts on the peop…
