"Like it or not, I want to remind everyone the fact that Iran's #coronavirus problem is very much a world problem. For respiratory infectious disease like #COVID19, No one is safe till everyone is safe. #WHO @WHO"
#WHO director said every country is responsible for the well being of refugees within its border (related to containing #coronavirus #COVID19 ). #CoronaVirusUpdates
"A dog in Hong Kong is diagnosed positive for #coronavirus #COVID19. I believe this is not a major finding, but a surprising one. Maybe they run a lot of places sniffing, liking and peeing which could exacerbate the #CoronavirusOutbreak . #CoronaVirusUpdates"
