How many carry COVID19?
#Liberals new sure-fire answer to COVID19; The VIRUS-FREE ZONE!
"And that is @SpeakerPelosi’s goal: get COVID19 in the homeless camps and blame the morbidity and mortality on Trump. #Liberals don’t care about causes, principles, ideals, or people; they only care about power. And they will use anything, anyone, and everything to get that power."
