Instead of bombarding tweeters with websites full of activities I decided to do a coronavirus alphabet. One letter – one word with my thoughts in this difficult time. Click here to read: https://listentogetherpodcast.com/ability/
Why would governors want their states to become weaker and gain less money? Crazy how you're trying to deflect the real reasons for protests by putting it on coronavirus when its convenient
"As Hard-Hit Areas of America Show Slowing in Coronavirus Cases, Other Regions See Spikes "
#Coronavirus #COVID19 SOUTH KOREA Follow my lists: HEALTH https://twitter.com/ninatypewriter/lists/health-medicine SCIENCE REPORTING https://twitter.com/ninatypewriter/lists/science-reporting DC https://twitter.com/ninatypewriter/lists/washington-dc N&amp;S KOREA https://twitter.com/ninatypewriter/lists/north-south-korea ASIA 1 https://twitter.com/ninatypewriter/lists/asia-1 ASIA 2 https://twitter.com/ninatypewriter/lists/asia-2 #SARSCoV2 #nCoV2019 #2019nCoV
Thanks Michael. Yes its important to move in this direction (more effective virtual meetings) for many reasons & many of us have been working to do so. Challenges like covid19 put a focus on it which (altho we could do w/o such a public health challenge) is a good opp to share
#Coronavirus #COVID19 U.S. UPDATE Follow my lists for news: HEALTH https://twitter.com/ninatypewriter/lists/health-medicine SCIENCE REPORTING https://twitter.com/ninatypewriter/lists/science-reporting DC https://twitter.com/ninatypewriter/lists/washington-dc NY https://twitter.com/ninatypewriter/lists/new-york ASIA 1 https://twitter.com/ninatypewriter/lists/asia-1 ASIA 2 https://twitter.com/ninatypewriter/lists/asia-2 #SARSCoV2 #nCoV2019 #2019nCoV
#Coronavirus #COVID19 U.S. UPDATE Follow my lists for news: HEALTH https://twitter.com/ninatypewriter/lists/health-medicine SCIENCE REPORTING https://twitter.com/ninatypewriter/lists/science-reporting DC https://twitter.com/ninatypewriter/lists/washington-dc NY https://twitter.com/ninatypewriter/lists/new-york ASIA 1 https://twitter.com/ninatypewriter/lists/asia-1 ASIA 2 https://twitter.com/ninatypewriter/lists/asia-2 #SARSCoV2 #nCoV2019 #2019nCoV
#Coronavirus #COVID19 U.S. UPDATE Follow my lists for news: HEALTH https://twitter.com/ninatypewriter/lists/health-medicine SCIENCE REPORTING https://twitter.com/ninatypewriter/lists/science-reporting DC https://twitter.com/ninatypewriter/lists/washington-dc NY https://twitter.com/ninatypewriter/lists/new-york ASIA 1 https://twitter.com/ninatypewriter/lists/asia-1 ASIA 2 https://twitter.com/ninatypewriter/lists/asia-2 #SARSCoV2 #nCoV2019 #2019nCoV
#Coronavirus #COVID19 U.S. UPDATE Follow my lists for news: HEALTH https://twitter.com/ninatypewriter/lists/health-medicine SCIENCE REPORTING https://twitter.com/ninatypewriter/lists/science-reporting DC https://twitter.com/ninatypewriter/lists/washington-dc NY https://twitter.com/ninatypewriter/lists/new-york ASIA 1 https://twitter.com/ninatypewriter/lists/asia-1 ASIA 2 https://twitter.com/ninatypewriter/lists/asia-2 #SARSCoV2 #nCoV2019 #2019nCoV
#Coronavirus #COVID19 U.S. UPDATE Follow my lists for news: HEALTH https://twitter.com/ninatypewriter/lists/health-medicine SCIENCE REPORTING https://twitter.com/ninatypewriter/lists/science-reporting DC https://twitter.com/ninatypewriter/lists/washington-dc NY https://twitter.com/ninatypewriter/lists/new-york ASIA 1 https://twitter.com/ninatypewriter/lists/asia-1 ASIA 2 https://twitter.com/ninatypewriter/lists/asia-2 #SARSCoV2 #nCoV2019 #2019nCoV
#Coronavirus #COVID19 U.S. UPDATE Follow my lists for news: HEALTH https://twitter.com/ninatypewriter/lists/health-medicine SCIENCE REPORTING https://twitter.com/ninatypewriter/lists/science-reporting DC https://twitter.com/ninatypewriter/lists/washington-dc NY https://twitter.com/ninatypewriter/lists/new-york ASIA 1 https://twitter.com/ninatypewriter/lists/asia-1 ASIA 2 https://twitter.com/ninatypewriter/lists/asia-2 #SARSCoV2 #nCoV2019 #2019nCoV
#Coronavirus #COVID19 Iran Follow my lists for news: HEALTH https://twitter.com/ninatypewriter/lists/health-medicine SCIENCE REPORTING https://twitter.com/ninatypewriter/lists/science-reporting IRAN https://twitter.com/ninatypewriter/lists/iran MIDDLE EAST https://twitter.com/ninatypewriter/lists/middle-east ASIA 1 https://twitter.com/ninatypewriter/lists/asia-1 A 2 https://twitter.com/ninatypewriter/lists/asia-2 #SARSCoV2 #nCoV2019 #2019nCov
#Coronavirus #COVID19 Iran Follow my lists for news: HEALTH https://twitter.com/ninatypewriter/lists/health-medicine SCIENCE REPORTING https://twitter.com/ninatypewriter/lists/science-reporting IRAN https://twitter.com/ninatypewriter/lists/iran MIDDLE EAST https://twitter.com/ninatypewriter/lists/middle-east ASIA 1 https://twitter.com/ninatypewriter/lists/asia-1 A 2 https://twitter.com/ninatypewriter/lists/asia-2 #SARSCoV2 #nCoV2019 #2019nCov
#Coronavirus #COVID19 VIDEO UPDATE Follow my lists for news: HEALTH https://twitter.com/ninatypewriter/lists/health-medicine SCIENCE REPORTING https://twitter.com/ninatypewriter/lists/science-reporting DC https://twitter.com/ninatypewriter/lists/washington-dc NY https://twitter.com/ninatypewriter/lists/new-york ASIA 1 https://twitter.com/ninatypewriter/lists/asia-1 ASIA 2 https://twitter.com/ninatypewriter/lists/asia-2 #SARSCoV2 #nCoV2019 #2019nCoV
