RT @MileyCyrus: Italy🇮🇹 and the world united in solidarity with Black Lives Matter in the US. We must stay united to tackle #COVID19 and it…
"RT @ShirinNariman: This is absurd. Where r the #Iranian acitivists, apologists, #celebrities to raise hail for #AliaYounesi. 
He contracted…"
