"“Kushner quickly assembled a shadow network of coronavirus advisers that became more powerful than Pence’s official team,” Sherman wrote. https://www.timesofisrael.com/kushner-de-facto-president-during-covid-19-crisis-wh-sources-said-to-claim/ USA DNC GOP “Pence people look at Jared apprehensively. Pence treats Jared as a peer,” Sam Nunberg,"
https://www.youtube.com/watch?v=sLNfwgW6rP8 The World Health Organization declared the coronavirus outbreak a global health emergency at a press conference in the United Nations building in Geneva.
