Meet the Warren-Supporting Republican Who Could Be Put in Charge of Policing Coronavirus Bailout Funds https://www.vice.com/en_us/article/939eqd/meet-the-warren-supporting-republican-who-could-be-put-in-charge-of-policing-coronavirus-bailout-funds?utm_campaign=sharebutton via @vice
Susan Rice on Trump’s coronavirus response: ‘He has cost tens of thousands of American lives’ 
"Calling for Spread of ‘Facts, Not Fear,’ WHO Declares Global Health Emergency as Coronavirus Cases Confirmed in 18 Countries https://masscentral.com/calling-for-spread-of-facts-not-fear-who-declares-global-health-emergency-as-coronavirus-cases-confirmed-in-18-countries/"
