The first U.S. case of human-to-human transmission of the novel coronavirus has been Confirmed—the husband of the recent Chicago patient who had traveled to Wuhan. Health officials say the risk in U.S. remains low. https://www.wsj.com/articles/coronavirus-triggers-damage-control-from-governments-companies-11580396657 via @WSJ
WHO declares deadly coronavirus outbreak a 'Global Emergency' as epidemic gains pace' | via @telegraph
The first U.S. case of human-to-human transmission of the novel coronavirus has been confirmed—the husband of the recent Chicago patient who had traveled to Wuhan. Health officials say the risk in U.S. remains low. https://www.wsj.com/articles/coronavirus-triggers-damage-control-from-governments-companies-11580396657 via @WSJ
Philippines confirms 1st case of novel coronavirus 
