Modi taking revenge from #ShahJahan by renovating central vista in mid of a #pandemic. #CentralVista #Lutyens #Delhi #CoronaVirus #Tajmahal #Covid19
"You came from Saudi Arabia not China, right? coronavirus is China base, So there's no need to check everyone coming from other countries. What's your point?"
Get well soon our beloved lala ❤️
"What a fucking hypocrite! How is you and your white supremacist family dinning with Trump dif., than people dinning… https://t.co/XbiDxuK49R"
